docid,volid,recordid,author,firstname,inferreddate,birthdate,authgender,enumcron,title
3483,nyp.33433082305859,,"Herbert, Sarah Ann Flanders.",,1885,,f,<blank>,Dick Langdon's career
12603,nyp.33433082256805,,"Sage, Agnes Carr.",,1888,,f,<blank>,The jolly ten and their year of stories
8977,loc.ark+=13960=t6154rd2f,,"Cahoone, Sarah S.",,1842,,f,<blank>,Sketches of Newport and its vicinity;
6552,wu.89104490735,,"Soule, Caroline Augusta White,",,1858,,f,<blank>,"Home life, or, A peep across the threshold"
4410,njp.32101068169190,,"Fuller, Lydia.",,1870,,f,<blank>,"Mistaken, or, The seeming and the real"
472,wu.89097995872,,"Lee, Hannah Farnham Sawyer,",,1837,,f,<blank>,Rich enough
7950,nyp.33433074878236,,"Lee, Hannah Farnham Sawyer,",,1839,,f,<blank>,Rosanna;
10066,uc2.ark+=13960=t7fq9sb0d,,"Lee, Hannah Farnham Sawyer,",,1837,,f,<blank>,Three experiments of living
10431,nyp.33433076069578,,"Lee, Hannah Farnham Sawyer,",,1844,,f,<blank>,The log cabin;
4509,uc2.ark+=13960=t7kp7vc6q,,"Field, Mary Hannah Bacon,",,1893,,f,<blank>,Kate Thurston's Chautauqua circles
13123,mdp.39015068379133,,"Forfar, William Bentinck,",,1865,,m,<blank>,Kynance cover
11823,loc.ark+=13960=t5j96nf44,,"Brown, Chalmers C. [from old catalog]",,1882,,m,<blank>,Jeweled hearts
3691,nnc1.cr59982969,,"Merezhkovsky, Dmitry Sergeyevich,",,1899,,m,<blank>,Julian the Apostate
11851,nyp.33433075737852,,"Richards, Elizabeth Barnes.",,1864,,f,<blank>,Elisiner
2677,nyp.33433074928841,,Benauly.,,1855,,u,<blank>,Cone Cut Corners
109,njp.32101065713933,,"McDuff, J. R.",,1854,,u,<blank>,The woodcutter of Lebanon
9016,ncs1.ark+=13960=t7vm4kg7w,,"Paludan-Müller, Frederik,",,1867,,m,1867,The fountain of youth
7057,uva.x000330191,,"Gray, Thomas,",,1885,,m,v.2,The works of Thomas Gray in prose and verse
9260,uc2.ark+=13960=t0bv7bn6q,,"Gray, Thomas,",,1830,,m,<blank>,"The vestal; or, A tale of Pompeii"
11418,nyp.33433076082035,,"McDonald, Robert.",,1897,,m,<blank>,Her ladyship
6250,nyp.33433074864947,,"Glass, Andrew.",,1873,,m,<blank>,Tales and traditions of Ayrshire and Galloway
3377,uiuo.ark+=13960=t57d3d913,,"Macleod, Norman,",,1867,,m,v.1,The starling
3377,uiuo.ark+=13960=t0zp4jn7d,,"Macleod, Norman,",,1867,,m,v.2,The starling
8555,dul1.ark+=13960=t8hd8m510,,"Macleod, Norman,",,1864,,m,<blank>,Wee Davie
14440,uc1.b254215,,"Strain, E. H.",,1895,,f,v.1,A man's foes
14440,uc1.b254216,,"Strain, E. H.",,1895,,f,v. 2,A man's foes
14440,uc1.b254217,,"Strain, E. H.",,1895,,f,v. 3,A man's foes
12592,uiuo.ark+=13960=t7np2rt5j,,"Durrant, Valentine.",,1877,,m,v.1,A modern minister
12592,uiuo.ark+=13960=t12n5tf8r,,"Durrant, Valentine.",,1877,,m,v.2,A modern minister
10633,uc1.b248231,,"Agg, John,",,1816,,m,v.1-3,A month in town;
14302,mdp.39015063526795,,"Agg, John,",,1816,,m,v.1,Eighteen hundred and fifteen;
14302,mdp.39015063526787,,"Agg, John,",,1816,,m,v.2,Eighteen hundred and fifteen;
14302,mdp.39015063526779,,"Agg, John,",,1816,,m,v.3,Eighteen hundred and fifteen;
3677,uc2.ark+=13960=t3zs2zv2r,,"Gilbert, W. S.",,1890,,u,<blank>,Foggerty's fairy
2891,nnc1.1002249243,,"Vahle, Joseph.",,1893,,m,<blank>,The Jerico papers;
8080,uc2.ark+=13960=t4dn42j8j,,"Colet, Louise,",,1864,,f,<blank>,General Dunn: a romance
6064,uc2.ark+=13960=t03x84n7m,,"Hunter, John Kelso.",,1871,,m,<blank>,Life studies of character
9314,nyp.33433081962023,,"Wright, Mabel Osgood,",,1899,,f,<blank>,Wabeno the magician
1588,mdp.39015011958199,,"Wood, Jerome James.",,1890,,m,<blank>,The wilderness and the rose;
358,nnc1.cu58361391,,"Thurber, Alwyn M.",,1895,,m,<blank>,The hidden faith
3629,nyp.33433076086226,,"Thurber, Alwyn M.",,1896,,m,<blank>,Quaint Crippen
3630,nyp.33433076092919,,"Thurber, Alwyn M.",,1897,,m,<blank>,"Zelma, the mystic ="
3291,uc1.31822038205597,,"Donnelly, Eleanor C.",,1898,,f,<blank>,A Klondike picnic
3177,mdp.39015011233767,,"Black, Helen O.",,1893,,f,<blank>,Notable women authors of the day
4537,uc2.ark+=13960=t93779b0g,,"Addison, Henry Robert,",,1862,,u,<blank>,Recollections of an Irish police magistrate and other reminiscenses of the south of Ireland
3372,nc01.ark+=13960=t8mc9cd92,,"Kelso, Isaac.",,1863,,m,<blank>,The stars and bars;
10682,nnc1.1002186721,,"Elliot, Henry R.",,1884,,m,<blank>,The Bassett claim
3250,njp.32101068171998,,"Streckfuss, Adolf,",,1890,,m,<blank>,Castle Hohenwald
10409,mdp.39015064447025,,"Streckfuss, Adolf,",,1878,,m,<blank>,Too rich;
7941,uc2.ark+=13960=t7wm1493h,,"Heaven, Louise Palmer.",,1889,,f,<blank>,Chata and Chinita
135,hvd.32044086801925,,"Wilson, Alexander,",,1825,,m,<blank>,"Alice Allan ; The country town, et cet"
4860,hvd.32044011427655,,"Hale, Sarah Josepha Buell,",,1831,,f,<blank>,Sketches of American character
5696,nyp.33433076068232,,"Hale, Sarah Josepha Buell,",,1835,,f,<blank>,Traits of American life
7756,nyp.33433076030000,,"Hale, Sarah Josepha Buell,",,1827,,f,v. 1,Northwood; a tale of New England
8892,mdp.39015006958790,,"Hale, Sarah Josepha Buell,",,1846,,f,<blank>, Boarding out.
4125,wu.89098022478,,"Dow, Joy Wheeler.",,1898,,f,<blank>,Miss Polly Fairfax
2756,mdp.39015004288471,,"Churchill, Winston,",,1899,,m,<blank>,Richard Carvel
9338,nyp.33433074812300,,"Churchill, Winston,",,1898,,m,<blank>,The celebrity
11708,nyp.33433076071806,,"Hancock, Anson Uriel.",,1893,,m,<blank>,Silhouettes from life
11730,wu.89099758971,,"Hancock, Anson Uriel.",,1891,,m,<blank>,The genius of Galilee
7804,mdp.39015063946894,,"Price, Alice.",,1887,,f,<blank>,A willful young woman
1405,njp.32101064071192,,"Belknap, Jeremy,",,1831,,m,<blank>,The foresters
11842,nc01.ark+=13960=t0bv8365w,,"McElroy, John,",,1883,,m,<blank>,The red acorn
1001,nyp.33433076069768,,"Lawson, James,",,1830,,m,<blank>,Tales and sketches
5320,njp.32101068174018,,"Wichert, Ernst,",,1875,,m,<blank>,The green gate
199,nyp.33433075736664,,"Montgomery, M. M.,",,1833,,u,v. 1,Lights and shadows of German life
199,nyp.33433075736672,,"Montgomery, M. M.,",,1833,,u,v. 2,Lights and shadows of German life
1605,uc1.b3324669,,"Lester, Elizabeth B.",,1818,,f,<blank>,The Quakers; a tale
1331,loc.ark+=13960=t16m3rj5z,,"Grimm, Edward. [from old catalog]",,1892,,m,<blank>,The King's Judges
10683,nnc1.1002187531,,"Elliott, Humphrey.",,1889,,m,<blank>,Adam Kent's choice;
4215,njp.32101076970555,,"Dorat, Claude Joseph,",,1774,,f,vol. 2,"The fatal effects of inconstancy, or, Letters of the Marchioness de Syrcé, the Count de Mirbelle and others"
12997,mdp.39015065801287,,"Dorat, Claude Joseph,",,1810,,f,v.1,"Chevalier de Versenai, a novel"
6121,nyp.33433075767578,,"Whitty, Edward Michael,",,1857,,m,<blank>,Knaves and fools
9465,nyp.33433069246332,,"Oldfellow, Obadiah,",,1854,,m,<blank>,The youth's galaxy
11235,uc1.b3324481,,"Leatham, Edward A.",,1858,,m,v. 1,Charmione
11235,uc1.b3324482,,"Leatham, Edward A.",,1858,,m,v. 2,Charmione
909,hvd.hnp67w,,"St. John, James Augustus,",,1835,,m,v.1,"Margaret Ravenscroft, or, Second love"
14644,uiuo.ark+=13960=t5m90v75r,,"St. John, James Augustus,",,1856,,m,v.1,The ring and the veil
14644,uiuo.ark+=13960=t8z89vr6z,,"St. John, James Augustus,",,1856,,m,v.2,The ring and the veil
14644,uiuo.ark+=13960=t2j682v5v,,"St. John, James Augustus,",,1856,,m,v.3,The ring and the veil
3652,nc01.ark+=13960=t17m0pn5n,,"Dande, Leon.",,1877,,m,<blank>,"Blue blood, or White May and Black June"
3132,mdp.39015068093841,,"Wertheimber, Louis.",,1887,,m,<blank>,A Muramasa blade;
2496,inu.32000009633886,,"Scully, W. C.",,1897,,u,<blank>,The white hecatomb
3694,njp.32101067174340,,"Scully, W. C.",,1895,,u,<blank>,Kafir stories
7834,yale.39002013023057,,"Knelb, Ph. H.",,1854,,u,<blank>,Perilous incidents in the lives of sailors and travellers
1410,uc1.b798900,,"Collins, Jane S.",,1896,,f,<blank>,Free at last
2996,uc2.ark+=13960=t8kd1rh13,,"Astor, William Waldorf Astor,",,1885,,m,<blank>,Valentino
9147,nyp.33433082173265,,"Astor, William Waldorf Astor,",,1889,,m,<blank>,Sforza
12307,njp.32101063604365,,Grandmother Hope.,,1867,,u,<blank>,Lottie Wilde's picnic
10118,nyp.33433076079908,,"Marsh, Jeannie S.",,1860,,f,<blank>,Cathara Clyde
9409,uc2.ark+=13960=t5j96218n,,"Higham, Mary R.",,1875,,f,<blank>,Cloverly
11914,nyp.33433076084031,,"Higham, Mary R.",,1878,,f,<blank>,The other house
12442,mdp.39015065780630,,"Schultz, Jeanne.",,1898,,f,<blank>,Colette
2214,nyp.33433075828594,,"Rabusson, Henry,",,1891,,m,<blank>,Madame d'Orgevaut's husband
3095,nyp.33433081989836,,"Swinton, William.",,1880,,m,<blank>,Book of tales;
11469,nyp.33433076080591,,"Tait, James Selwin,",,1892,,m,<blank>,My friend Pasquale
6768,nyp.33433075762702,,"Trevelyan, L. R.,",,1880,,f,<blank>,"A year in Peshawur, and a lady's ride into the Khyber Pass"
8885,nnc1.cu58306021,,"Lloyd, Wallace.",,1898,,m,<blank>,Houses of glass
7744,mdp.39015063524907,,"Castanis, Christophorus P.",,1849,,m,<blank>,"Oriental amusing, instructive, and moral literary dialogues; or Love and disappointment of a Turk in the city of Washington"
7903,loc.ark+=13960=t25b0kv7z,,"Babcock, J. Frederick. [from old catalog]",,1874,,m,<blank>,Floret
3998,uc1.b3325752,,"Semple, Robert,",,1806,,m,v.1,"Charles Ellis, or, The friends"
3998,uc1.b3325753,,"Semple, Robert,",,1806,,m,v. 2,"Charles Ellis, or, The friends"
8591,uc2.ark+=13960=t95719q36,,"Scott, Harriet.",,1892,,f,<blank>,Henrietta
4507,mdp.39015010759838,,"Wharton, Edith,",,1899,,f,<blank>,The greater inclination
11494,nyp.33433074794516,,"Sly, Costard.",,1833,,m,v. 1,Sayings and doings at the Tremont House
11494,nyp.33433074794755,,"Sly, Costard.",,1833,,m,v. 2,Sayings and doings at the Tremont House
2140,nc01.ark+=13960=t74t7774v,,"Seabrook, Whitemarsh B.",,1884,,m,<blank>,Saved by a woman;
8379,nyp.33433082297213,,"Thoms, William John,",,1846,,m,<blank>,Gammer Gurton's famous histories
2746,loc.ark+=13960=t3029058t,,"Pullen, Charles Henry.",,1871,,m,<blank>,"Miss Columbia's public school, or, Will it blow over?"
8520,njp.32101068168192,,"Crippen, William G.,",,1856,,m,<blank>,"Green peas, picked from the patch of Invisible Green esq. [pseud.]"
7469,mdp.39015047750396,,"Jarves, James Jackson,",,1857,,m,<blank>,Kiana
8035,uc2.ark+=13960=t6qz2413x,,"Newhall, Laura Eugenia,",,1892,,f,<blank>,The bride of infelice
12429,nnc1.1002198371,,"Newhall, Laura Eugenia.",,1886,,f,<blank>,"Adopted; or, The serpent bracelet"
8912,nyp.33433076049596,,"Price, Ella Perry.",,1898,,f,<blank>,The cry heard
11452,nyp.33433074851928,,"Earle, Anne Richardson.",,1890,,f,<blank>,Her great ambition
4753,wu.89095151163,,"Whistler, Charles W.",,1899,,m,<blank>,Havelok the Dane
1738,hvd.hn5bp2,,"Power, Tyrone,",,1830,,m,<blank>,The lost heir ;
10939,uc2.ark+=13960=t5cc0wg2c,,"Bentley, Charles S.",,1898,,m,<blank>,The fifth of November;
12563,nyp.33433074849401,,"Haggard, Andrew,",,1898,,m,<blank>,Hannibal's daughter
13218,uc1.b3290866,,"(Goodwin, William)",,1830,,m,v. 1,Cloudesley
13218,uc1.b3290867,,"(Goodwin, William)",,1830,,m,v. 2,Cloudesley
13218,uc1.b3290868,,"(Goodwin, William)",,1830,,m,v. 3,Cloudesley
7684,loc.ark+=13960=t67378t3t,,"Gottschalk, Louis. [from old catalog]",,1880,,m,<blank>,Wall street;
10965,nyp.33433074955356,,"Cooper, Maria Susanna.",,1762,,f,<blank>,Letters between Emilia and Harriet
3426,nyp.33433074873443,,"Latto, William Duncan.",,1864,,m,<blank>,Tammas Bodkin
7538,nyp.33433069348179,,"Chamerovzow, Louis Alexis.",,1859,,m,<blank>,The chronicles of the Bastile
315,uc1.b303907,,"Hausrath, Adolf,",,1884,,f,<blank>,Clytia;
10395,mdp.39015064520185,,"Hausrath, Adolf,",,1883,,m,<blank>,Klytia
1561,njp.32101063604373,,"Lippincott, L. K.",,1860,,f,<blank>,"Old wonder-eyes, and other stories for children"
5322,nyp.33433074942859,,"Conybeare, William John,",,1856,,m,<blank>,Perversion
1662,nyp.33433075808299,,"Arlincourt,",,1822,,m,<blank>,"The solitary; or, The mysterious man of the mountain"
1548,mdp.39076002595481,,"Pratt-Chadwick, Mara L.",,1875,,f,<blank>,Holiday album for girls
6737,uc2.ark+=13960=t48p6885v,,"Andrews, H. P.",,1857,,u,<blank>,Voices from the old elm
5491,uiuo.ark+=13960=t0ht34v35,,"Lloyd, Jessie Sale,",,1877,,f,v.1,The Hazelhurst mystery
5491,uiuo.ark+=13960=t5gb2mb52,,"Lloyd, Jessie Sale,",,1877,,f,v.2,The Hazelhurst mystery
13276,uiuo.ark+=13960=t2w388f8g,,"Lloyd, Jessie Sale,",,1887,,f,v.1,Scamp;
13276,uiuo.ark+=13960=t3mw2z36r,,"Lloyd, Jessie Sale,",,1887,,f,v.2,Scamp;
13276,uiuo.ark+=13960=t41r79t5b,,"Lloyd, Jessie Sale,",,1887,,f,v.3,Scamp;
9474,dul1.ark+=13960=t1rf6fb6d,,"Rosewater, Frank,",,1897,,m,<blank>,Utopia
2316,uva.x000367723,,"Skram, Amalie,",,1899,,f,<blank>,Professor Hieronimus
4575,wu.89098018054,,"Cutler, H. M. Tracy,",,1886,,f,<blank>,"Phillipia, a woman's question"
3382,njp.32101069177127,,"Halévy, Ludovic,",,1882,,f,<blank>,Abbé Constantine
4768,nyp.33433075826259,,"Halévy, Ludovic,",,1894,,m,<blank>,Parisian points of view
103,mdp.39015020727502,,"Staël,",,1881,,f,<blank>,"Corinne; or, Italy"
14727,uva.x001213985,,"Staël,",,1836,,f,V.1,Delphine
14727,uva.x001477225,,"Staël,",,1836,,f,V.2,Delphine
14727,hvd.hn1x1x,,"Staël,",,1836,,f,v.3,Delphine
12691,uc2.ark+=13960=t2n58zp5z,,"Kirlew, Marianne.",,1895,,f,<blank>,The story of John Wesley
7330,mdp.39015004269299,,"Wetmore, Helen Cody.",,1899,,f,<blank>,Last of the great scouts;
4475,nyp.33433082530860,,"Elmslie, Theodora C.",,1895,,f,<blank>,Those midsummer fairies
10964,nyp.33433082530787,,"Elmslie, Theodora C.",,1898,,f,<blank>,"The little lame lord, or The child of Cloverlea"
6946,mdp.39015063914892,,"Bourgoin, Saidee.",,1895,,u,<blank>,Sarah Martha in Paris
3766,inu.32000004516920,,"Burrage, E. Harcourt",,1895,,f,<blank>,The island school
4677,nc01.ark+=13960=t9669286x,,"Collingwood, Herbert Winslow,",,1889,,m,<blank>,Andersonville violets
313,uc2.ark+=13960=t4jm23z4j,,"Riddle, A. G.",,1888,,u,<blank>,The Tory's daughter
4082,uc2.ark+=13960=t75t3gq1c,,"Riddle, A. G.",,1875,,u,<blank>,Alice Brand
9904,nyp.33433076053937,,"Riddle, A. G.",,1874,,u,<blank>,The portrait
5633,mdp.39015063923612,,"Hopkins, Louisa (Payson)",,1849,,f,<blank>,Henry Langdon
2363,mdp.39076002659931,,"Mannering, May.",,1868,,f,<blank>,The little Spaniard
808,uc2.ark+=13960=t57d2r61h,,"Sanford, D. P.,",,1872,,f,<blank>,Eunice Somers
11684,njp.32101063604787,,"Sanford, D. P.,",,1877,,f,<blank>,Frisk and his flock
5400,nyp.33433076066061,,"Flagg, W. J.",,1872,,u,<blank>,A good investment
2057,hvd.hn5dti,,"Krummacher, Frederic Adolphus,",,1833,,m,<blank>,German parables
11380,nyp.33433082531439,,"Crissey, Forrest,",,1895,,m,<blank>,The young newspaper scout
3165,uc2.ark+=13960=t9t14wj9v,,"Bingham, Jennie M.,",,1886,,f,<blank>,Annals of the round table
14599,nyp.33433074944319,,"Cox, George Valentine,",,1837,,m,v. 1,Jeannette Isabelle
14599,nyp.33433074944301,,"Cox, George Valentine,",,1837,,m,v. 2,Jeannette Isabelle
14599,nyp.33433074944293,,"Cox, George Valentine,",,1837,,m,v. 3,Jeannette Isabelle
3315,mdp.39015009218283,,"Clark, Charles Heber,",,1883,,m,<blank>,Elbow-room;
8853,uc2.ark+=13960=t1vd6qf4p,,"Clark, Charles Heber,",,1879,,m,<blank>,Out of the hurly-burly
11894,uva.x030231973,,"Mead, Emma S.",,1877,,f,<blank>,Guy's self-will
11949,nyp.33433081938411,,"Savage, William T.,",,1865,,f,<blank>,Miramichi
11411,uc2.ark+=13960=t78s4n25t,,"McDonald, William,",,1874,,m,<blank>,The heathens of the heath
6138,nyp.33433075763866,,"Walsingham, Charlotte.",,1875,,f,<blank>,Annette;
8477,nyp.33433082304019,,"Goodwin, L. S.",,1855,,u,<blank>,Little folks' own
4298,uc2.ark+=13960=t8kd1s91t,,"Villars, Mary H.",,1882,,f,<blank>,"Stories of home and home folks, or, Leaves from a parsonage portfolio"
353,mdp.39015008186598,,"Tieck, Ludwig,",,1871,,m,<blank>,The elves
11399,nnc1.cu50224441,,"Tieck, Ludwig,",,1825,,m,<blank>,The pictures;
4963,hvd.32044051149474,,"Neal, Joseph C.",,1838,,m,<blank>,"Charcoal sketches; or, Scenes in a metropolis"
586,uiuo.ark+=13960=t2s476x7g,,"Moberly, A.",,1886,,m,v.2,Lady Valeria
586,uiuo.ark+=13960=t61554s3s,,"Moberly, A.",,1886,,m,v.3,Lady Valeria
12571,nyp.33433082524673,,"Baker, Virginia,",,1881,,f,<blank>,Prince Carrotte
4646,nyp.33433074904859,,"Moodie, Susanna,",,1853,,f,<blank>,"Mark Hurdlestone; or, The two brothers"
7001,njp.32101063607970,,"Moodie, Susanna,",,1854,,f,v.1,"Flora Lyndsay, or, Passages in an eventful life"
7001,njp.32101063607988,,"Moodie, Susanna,",,1854,,f,v.2,"Flora Lyndsay, or, Passages in an eventful life"
13796,uiuo.ark+=13960=t4gm8jv5q,,"Davus,",,1879,,u,v.1,"The black squire; or, A lady's four wishes"
13796,uiuo.ark+=13960=t8nc69q9f,,"Davus,",,1879,,u,v.2,"The black squire; or, A lady's four wishes"
13796,uiuo.ark+=13960=t1mg7zr6g,,"Davus,",,1879,,u,v.3,"The black squire; or, A lady's four wishes"
10488,uc2.ark+=13960=t7qn61c1w,,"Gestefeld, Ursula N.",,1894,,f,<blank>,The leprosy of Miriam
12800,njp.32101063701070,,"Bunkley, Josephine M.",,1855,,f,<blank>,"The escaped nun, or, Disclosures of convent life and the confessions of a sister of charity"
4548,nyp.33433074802376,,"Brown, Theophilus,",,1898,,m,<blank>,Letters of Theo. Brown
7911,nyp.33433074873062,,"Larned, Augusta,",,1887,,f,<blank>,Village photographs
10475,uc2.ark+=13960=t9b56f017,,"Larned, Augusta,",,1873,,f,<blank>,Stories for leisure hours
3506,nc01.ark+=13960=t9n30nj45,,"Norton, Charles Ledyard,",,1895,,m,<blank>,"Jack Benson's log; or, Afloat with the flag in '61"
5222,nyp.33433074805858,,"Townsend, Frederic.",,1853,,m,<blank>,Fun and earnest
11542,nyp.33433074827530,,"Townsend, Frederic.",,1852,,m,<blank>,Fancies of a whimsical man
11545,nyp.33433076041882,,"Townsend, Frederic.",,1856,,m,<blank>,Ghostly colloquies
6356,nyp.33433074927330,,"Bell, Catherine D.",,1855,,u,<blank>,"Hope Campbell; or, Know thyself"
8211,mdp.39015039750230,,"Bell, Catherine D.",,1868,,u,<blank>,Arnold Lee;
9408,njp.32101073371773,,"Bell, Catherine D.",,1852,,u,<blank>,"Margaret Cecil, or, I can, because I ought"
3136,loc.ark+=13960=t0tq6d43z,,"Barnes, J. [from old catalog]",,1898,,u,<blank>,The darkey breach of promise case
7017,mdp.39076002265895,,"Morrison, Harry Steele,",,1898,,m,<blank>,A Yankee boy's success
11804,dul1.ark+=13960=t4fn1xw0p,,"Seals, A. B.",,1861,,u,<blank>,Rockford;
5549,uc2.ark+=13960=t52f7md6n,,"Leifchild, J.",,1875,,u,<blank>,Remarkable facts
10237,nyp.33433081936548,,"Brown, William Horace.",,1893,,m,<blank>,A southern heritage
8415,uc1.b271487,,"Barkley, Henry C.",,1896,,m,<blank>,Studies in the art of rat-catching
1013,uc2.ark+=13960=t5gb1z098,,"Langdon, Mary,",,1858,,f,<blank>,Agnes
9330,nyp.33433044112229,,"Toliver, Edward.",,1856,,m,<blank>,"Sequel to Our folks at home; or, Life at the old manor house"
1489,uc2.ark+=13960=t5k932z02,,"Lehmann, R. C.",,1897,,u,<blank>,In Cambridge courts
11898,loc.ark+=13960=t7vm4rk0x,,"Egan, Lavinia Hartwell,",,1895,,f,<blank>,A bundle of fagots
12772,nyp.33433008142238,,"Owen, Fairleigh.",,1858,,u,<blank>,The Lathams: a tale
8272,mdp.39015063083383,,"Gordon, Loudoun Harcourt.",,1804,,m,<blank>,An apology for the conduct of the Gordons;
3251,mdp.39015063919172,,"Hardy, Arthur Sherburne,",,1886,,m,<blank>,The wind of destiny
8691,mdp.39015063919131,,"Hardy, Arthur Sherburne,",,1883,,m,<blank>,But yet a woman;
12520,njp.32101066122696,,"Hardy, Arthur Sherburne,",,1889,,m,<blank>,Passe Rose
1567,nnc1.0020478925,,"Macy, William Hussey,",,1899,,m,<blank>,There she blows!
3603,njp.32101068141231,,"St. Remy, Dirck.",,1871,,m,<blank>,Stories of the Hudson
1407,nyp.33433074872262,,"Hort, Alfred,",,1866,,f,v. 1,"Hena; or, Life in Tahiti"
1407,nyp.33433074872270,,"Hort, Alfred,",,1866,,f,v. 2,"Hena; or, Life in Tahiti"
12836,njp.32101064790130,,"St. John, Andrew.",,1808,,m,vol. 1,Tales of former times
12836,njp.32101064790528,,"St. John, Andrew.",,1808,,m,vol. 2,Tales of former times
9484,nyp.33433075765390,,"Smith, B.",,1896,,u,<blank>,Joe Smith & his waxworks
5777,nyp.33433074851878,,"Cabot, Elisabeth Lyman,",,1897,,f,<blank>,In plain air
6221,uc2.ark+=13960=t8ff3mm1n,,"Burnham, Geo. P.",,1855,,m,<blank>,The rag-picker
1135,uc2.ark+=13960=t4vh5gz7f,,"Bray, Henry Truro,",,1899,,m,<blank>,"Reason and dogma; or, Footprints of a soul"
3696,njp.32101064791781,,"Woolsey, Charles William.",,1886,,m,<blank>,A fishery imbroglio: treating of a question in the domain of intersexual politics;
3986,uc2.ark+=13960=t76t0hj9k,,"Hatch, David Patterson,",,1899,,m,<blank>,El Reshid
3321,nyp.33433074835509,,"Benjamin, E. Bedell",,1880,,m,<blank>,Hilda and I
4229,uc2.ark+=13960=t37080216,,May.,,1868,,u,<blank>,I will
2024,nyp.33433082303151,,"Franklin, Josephine.",,1865,,f,<blank>,Martin and the miller
2070,uc2.ark+=13960=t2x34pr4b,,"Franklin, Josephine.",,1861,,f,<blank>,"Little Bessie, the careless girl"
2072,uc2.ark+=13960=t08w3b00h,,"Franklin, Josephine.",,1860,,f,<blank>,Nelly's first schooldays
9424,uva.x002263669,,"Franklin, Josephine.",,1861,,f,<blank>,Nelly and her boat
